Index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure
134,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
135,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
136,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
137,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
138,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
139,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
140,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
141,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
142,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
143,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
144,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
145,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
146,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
147,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
148,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
149,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
150,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
151,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
152,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
153,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
154,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
155,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
156,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
157,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
158,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
159,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
160,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
161,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
162,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
163,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
164,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
165,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
166,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,NA
167,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,NA
168,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,NA
169,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,1
170,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,1
171,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,1
172,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,video_conf_quality,1
173,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,6
174,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,liked,5
175,mk:real_meeting_experiment_prolific:1,NA,mk:real_meeting_experiment_prolific:1NA,mk:real_meeting_experiment_prolific:1NA,NA,S,conversation_quality,6
