,index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure
542,542,mk:real_meeting_experiment_prolific:4,p1p6,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p6,S,U,conversation_quality,6.0
543,543,mk:real_meeting_experiment_prolific:4,p1p6,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p6,S,U,video_conf_quality,7.0
544,544,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,liked,7.0
545,545,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,other_liked,7.0
546,546,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,conversation_quality,7.0
547,547,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,video_conf_quality,7.0
548,548,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p1,S,S,liked,6.0
549,549,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p1,S,S,other_liked,6.0
550,550,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p1,S,S,conversation_quality,5.0
551,551,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p1,S,S,video_conf_quality,5.0
552,552,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,liked,6.0
553,553,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,other_liked,6.0
554,554,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,conversation_quality,6.0
555,555,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,video_conf_quality,7.0
556,556,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p1,S,U,liked,6.0
557,557,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p1,S,U,other_liked,7.0
558,558,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p1,S,U,conversation_quality,6.0
559,559,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p1,S,U,video_conf_quality,7.0
560,560,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,liked,5.0
561,561,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,other_liked,5.0
562,562,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,conversation_quality,5.0
563,563,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,video_conf_quality,6.0
564,564,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p2,S,S,liked,7.0
565,565,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p2,S,S,other_liked,7.0
566,566,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p2,S,S,conversation_quality,7.0
567,567,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p2,S,S,video_conf_quality,7.0
568,568,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,liked,6.0
569,569,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,other_liked,6.0
570,570,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,conversation_quality,6.0
571,571,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,video_conf_quality,7.0
572,572,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p2,U,U,liked,6.0
573,573,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p2,U,U,other_liked,6.0
574,574,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p2,U,U,conversation_quality,6.0
575,575,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p2,U,U,video_conf_quality,6.0
576,576,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p8,S,U,liked,4.0
577,577,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p8,S,U,other_liked,4.0
578,578,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p8,S,U,conversation_quality,4.0
579,579,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p8,S,U,video_conf_quality,3.0
580,580,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p2,U,S,liked,6.0
581,581,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p2,U,S,other_liked,6.0
582,582,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p2,U,S,conversation_quality,5.0
583,583,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p2,U,S,video_conf_quality,5.0
584,584,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p5,U,S,liked,5.0
585,585,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p5,U,S,other_liked,5.0
586,586,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p5,U,S,conversation_quality,6.0
587,587,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p5,U,S,video_conf_quality,5.0
588,588,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p3,S,U,liked,7.0
589,589,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p3,S,U,other_liked,7.0
590,590,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p3,S,U,conversation_quality,7.0
591,591,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p3,S,U,video_conf_quality,7.0
592,592,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p8,U,U,liked,5.0
593,593,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p8,U,U,other_liked,3.0
594,594,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p8,U,U,conversation_quality,5.0
595,595,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p8,U,U,video_conf_quality,3.0
596,596,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p3,U,U,liked,6.0
597,597,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p3,U,U,other_liked,6.0
598,598,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p3,U,U,conversation_quality,5.0
599,599,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p3,U,U,video_conf_quality,4.0
600,600,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p5,S,U,liked,5.0
601,601,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p5,S,U,other_liked,5.0
602,602,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p5,S,U,conversation_quality,6.0
603,603,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p5,S,U,video_conf_quality,7.0
604,604,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p4,U,S,liked,6.0
605,605,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p4,U,S,other_liked,6.0
606,606,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p4,U,S,conversation_quality,6.0
607,607,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p4,U,S,video_conf_quality,6.0
608,608,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p7,U,S,liked,6.0
609,609,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p7,U,S,other_liked,6.0
610,610,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p7,U,S,conversation_quality,6.0
611,611,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p7,U,S,video_conf_quality,7.0
612,612,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p4,S,U,liked,6.0
613,613,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p4,S,U,other_liked,6.0
614,614,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p4,S,U,conversation_quality,5.0
615,615,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p4,S,U,video_conf_quality,5.0
616,616,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p8,S,S,liked,5.0
617,617,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p8,S,S,other_liked,4.0
618,618,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p8,S,S,conversation_quality,5.0
619,619,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p8,S,S,video_conf_quality,6.0
620,620,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p4,S,S,liked,6.0
621,621,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p4,S,S,other_liked,6.0
622,622,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p4,S,S,conversation_quality,7.0
623,623,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p4,S,S,video_conf_quality,7.0
624,624,mk:real_meeting_experiment_prolific:5,p3p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p3,S,U,liked,1.0
625,625,mk:real_meeting_experiment_prolific:5,p3p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p3,S,U,other_liked,1.0
626,626,mk:real_meeting_experiment_prolific:5,p3p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p3,S,U,conversation_quality,1.0
627,627,mk:real_meeting_experiment_prolific:5,p3p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p3,S,U,video_conf_quality,3.0
628,628,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p6,S,S,liked,7.0
629,629,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p6,S,S,other_liked,7.0
630,630,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p6,S,S,conversation_quality,7.0
631,631,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p6,S,S,video_conf_quality,7.0
632,632,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p3,S,S,liked,6.0
633,633,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p3,S,S,other_liked,6.0
634,634,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p3,S,S,conversation_quality,6.0
635,635,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p3,S,S,video_conf_quality,6.0
636,636,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p7,S,U,liked,7.0
637,637,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p7,S,U,other_liked,7.0
638,638,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p7,S,U,conversation_quality,7.0
639,639,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p7,S,U,video_conf_quality,7.0
640,640,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p3,U,S,liked,5.0
641,641,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p3,U,S,other_liked,6.0
642,642,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p3,U,S,conversation_quality,5.0
643,643,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p3,U,S,video_conf_quality,7.0
644,644,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p5,S,U,liked,6.0
645,645,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p5,S,U,other_liked,6.0
646,646,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p5,S,U,conversation_quality,6.0
647,647,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p5,S,U,video_conf_quality,4.0
648,648,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p4,U,S,liked,5.0
649,649,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p4,U,S,other_liked,5.0
650,650,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p4,U,S,conversation_quality,5.0
651,651,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p4,U,S,video_conf_quality,4.0
652,652,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p6,U,U,liked,7.0
653,653,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p6,U,U,other_liked,7.0
654,654,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p6,U,U,conversation_quality,7.0
655,655,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p6,U,U,video_conf_quality,7.0
656,656,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p4,U,U,liked,6.0
657,657,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p4,U,U,other_liked,6.0
658,658,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p4,U,U,conversation_quality,6.0
659,659,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p4,U,U,video_conf_quality,5.0
660,660,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p7,U,S,liked,7.0
661,661,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p7,U,S,other_liked,7.0
662,662,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p7,U,S,conversation_quality,7.0
663,663,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p7,U,S,video_conf_quality,7.0
664,664,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p4,S,U,liked,6.0
665,665,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p4,S,U,other_liked,6.0
666,666,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p4,S,U,conversation_quality,6.0
667,667,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p4,S,U,video_conf_quality,7.0
668,668,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p8,S,S,liked,7.0
669,669,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p8,S,S,other_liked,7.0
670,670,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p8,S,S,conversation_quality,6.0
671,671,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p8,S,S,video_conf_quality,6.0
672,672,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p8,mk:real_meeting_experiment_prolific:5p4,S,S,liked,7.0
673,673,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p8,mk:real_meeting_experiment_prolific:5p4,S,S,other_liked,7.0
674,674,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p8,mk:real_meeting_experiment_prolific:5p4,S,S,conversation_quality,7.0
675,675,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p8,mk:real_meeting_experiment_prolific:5p4,S,S,video_conf_quality,7.0
676,676,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p5,U,U,liked,7.0
677,677,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p5,U,U,other_liked,7.0
678,678,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p5,U,U,conversation_quality,5.0
679,679,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p5,U,U,video_conf_quality,7.0
680,680,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p1,U,U,liked,5.0
681,681,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p1,U,U,other_liked,5.0
682,682,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p1,U,U,conversation_quality,5.0
683,683,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p1,U,U,video_conf_quality,7.0
684,684,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p6,S,U,liked,6.0
685,685,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p6,S,U,other_liked,6.0
686,686,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p6,S,U,conversation_quality,6.0
687,687,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p6,S,U,video_conf_quality,4.0
688,688,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p1,U,S,liked,6.0
689,689,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p1,U,S,other_liked,6.0
690,690,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p1,U,S,conversation_quality,6.0
691,691,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p1,U,S,video_conf_quality,6.0
692,692,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p7,S,S,liked,7.0
693,693,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p7,S,S,other_liked,7.0
694,694,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p7,S,S,conversation_quality,7.0
695,695,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p7,S,S,video_conf_quality,7.0
696,696,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p1,S,S,liked,7.0
697,697,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p1,S,S,other_liked,7.0
698,698,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p1,S,S,conversation_quality,7.0
699,699,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p1,S,S,video_conf_quality,7.0
700,700,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p8,U,S,liked,5.0
701,701,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p8,U,S,other_liked,4.0
702,702,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p8,U,S,conversation_quality,4.0
703,703,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p8,U,S,video_conf_quality,7.0
704,704,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p1,S,U,liked,7.0
705,705,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p1,S,U,other_liked,7.0
706,706,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p1,S,U,conversation_quality,7.0
707,707,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p1,S,U,video_conf_quality,7.0
