,index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure
372,372,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,liked,4.0
373,373,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,other_liked,4.0
374,374,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,conversation_quality,3.0
375,375,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,video_conf_quality,6.0
376,376,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,liked,6.0
377,377,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,other_liked,6.0
378,378,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,conversation_quality,6.0
379,379,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,video_conf_quality,7.0
380,380,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,liked,6.0
381,381,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,other_liked,5.0
382,382,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,conversation_quality,5.0
383,383,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,video_conf_quality,7.0
384,384,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,liked,6.0
385,385,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,other_liked,6.0
386,386,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,conversation_quality,6.0
387,387,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,video_conf_quality,3.0
388,388,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,liked,7.0
389,389,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,other_liked,6.0
390,390,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,conversation_quality,7.0
391,391,mk:prolific_participant_real_3:2,p4p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,video_conf_quality,7.0
392,392,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,liked,6.0
393,393,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,other_liked,6.0
394,394,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,conversation_quality,6.0
395,395,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,video_conf_quality,7.0
396,396,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,liked,7.0
397,397,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,other_liked,6.0
398,398,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,conversation_quality,7.0
399,399,mk:prolific_participant_real_3:2,p4p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,video_conf_quality,7.0
400,400,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,liked,5.0
401,401,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,other_liked,5.0
402,402,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,conversation_quality,4.0
403,403,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,video_conf_quality,6.0
404,404,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,liked,5.0
405,405,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,other_liked,5.0
406,406,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,conversation_quality,3.0
407,407,mk:prolific_participant_real_3:2,p4p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,video_conf_quality,7.0
408,408,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,liked,7.0
409,409,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,other_liked,7.0
410,410,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,conversation_quality,7.0
411,411,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,video_conf_quality,7.0
412,412,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,liked,6.0
413,413,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,other_liked,5.0
414,414,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,conversation_quality,6.0
415,415,mk:real_meeting_experiment_prolific:2,p1p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,video_conf_quality,6.0
416,416,mk:real_meeting_experiment_prolific:2,p1p6,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,liked,6.0
417,417,mk:real_meeting_experiment_prolific:2,p1p6,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,other_liked,6.0
418,418,mk:real_meeting_experiment_prolific:2,p1p6,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,conversation_quality,6.0
419,419,mk:real_meeting_experiment_prolific:2,p1p6,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,video_conf_quality,5.0
420,420,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,liked,7.0
421,421,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,other_liked,6.0
422,422,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,conversation_quality,7.0
423,423,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,video_conf_quality,7.0
424,424,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,liked,4.0
425,425,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,other_liked,3.0
426,426,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,conversation_quality,4.0
427,427,mk:real_meeting_experiment_prolific:2,p1p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,video_conf_quality,7.0
428,428,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,liked,7.0
429,429,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,other_liked,6.0
430,430,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,conversation_quality,7.0
431,431,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,video_conf_quality,5.0
432,432,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,liked,7.0
433,433,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,other_liked,5.0
434,434,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,conversation_quality,6.0
435,435,mk:real_meeting_experiment_prolific:2,p1p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,video_conf_quality,7.0
436,436,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,liked,7.0
437,437,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,other_liked,7.0
438,438,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,conversation_quality,7.0
439,439,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,video_conf_quality,7.0
440,440,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,liked,7.0
441,441,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,other_liked,7.0
442,442,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,conversation_quality,7.0
443,443,mk:real_meeting_experiment_prolific:2,p2p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,video_conf_quality,7.0
444,444,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,liked,6.0
445,445,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,other_liked,6.0
446,446,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,conversation_quality,7.0
447,447,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,video_conf_quality,6.0
448,448,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,liked,7.0
449,449,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,other_liked,7.0
450,450,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,conversation_quality,7.0
451,451,mk:real_meeting_experiment_prolific:2,p2p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,video_conf_quality,7.0
452,452,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,liked,7.0
453,453,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,other_liked,7.0
454,454,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,conversation_quality,7.0
455,455,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,video_conf_quality,7.0
456,456,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,liked,6.0
457,457,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,other_liked,7.0
458,458,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,conversation_quality,6.0
459,459,mk:real_meeting_experiment_prolific:2,p2p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,video_conf_quality,7.0
460,460,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,liked,7.0
461,461,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,other_liked,7.0
462,462,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,conversation_quality,7.0
463,463,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,video_conf_quality,7.0
464,464,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,liked,7.0
465,465,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,other_liked,6.0
466,466,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,conversation_quality,7.0
467,467,mk:real_meeting_experiment_prolific:2,p2p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,video_conf_quality,7.0
468,468,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,liked,6.0
469,469,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,other_liked,6.0
470,470,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,conversation_quality,6.0
471,471,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,video_conf_quality,6.0
472,472,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,liked,6.0
473,473,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,other_liked,5.0
474,474,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,conversation_quality,6.0
475,475,mk:real_meeting_experiment_prolific:2,p3p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,video_conf_quality,6.0
476,476,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,liked,5.0
477,477,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,other_liked,5.0
478,478,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,conversation_quality,4.0
479,479,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,video_conf_quality,5.0
480,480,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,liked,7.0
481,481,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,other_liked,7.0
482,482,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,conversation_quality,7.0
483,483,mk:real_meeting_experiment_prolific:2,p3p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,video_conf_quality,7.0
484,484,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,liked,6.0
485,485,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,other_liked,6.0
486,486,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,conversation_quality,7.0
487,487,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,video_conf_quality,6.0
488,488,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,liked,6.0
489,489,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,other_liked,5.0
490,490,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,conversation_quality,6.0
491,491,mk:real_meeting_experiment_prolific:2,p3p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,video_conf_quality,7.0
492,492,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,liked,6.0
493,493,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,other_liked,5.0
494,494,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,conversation_quality,6.0
495,495,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,video_conf_quality,6.0
496,496,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,liked,7.0
497,497,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,other_liked,5.0
498,498,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,conversation_quality,7.0
499,499,mk:real_meeting_experiment_prolific:2,p3p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,video_conf_quality,7.0
500,500,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,liked,5.0
501,501,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,other_liked,5.0
502,502,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,conversation_quality,5.0
503,503,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,video_conf_quality,4.0
504,504,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,liked,6.0
505,505,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,other_liked,6.0
506,506,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,conversation_quality,6.0
507,507,mk:real_meeting_experiment_prolific:2,p4p5,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,video_conf_quality,5.0
508,508,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,liked,3.0
509,509,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,other_liked,5.0
510,510,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,conversation_quality,3.0
511,511,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,video_conf_quality,5.0
512,512,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,liked,7.0
513,513,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,other_liked,7.0
514,514,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,conversation_quality,7.0
515,515,mk:real_meeting_experiment_prolific:2,p4p6,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,video_conf_quality,7.0
516,516,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,liked,7.0
517,517,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,other_liked,7.0
518,518,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,conversation_quality,7.0
519,519,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,video_conf_quality,7.0
520,520,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,liked,5.0
521,521,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,other_liked,5.0
522,522,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,conversation_quality,6.0
523,523,mk:real_meeting_experiment_prolific:2,p4p7,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,video_conf_quality,7.0
524,524,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,liked,7.0
525,525,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,other_liked,7.0
526,526,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,conversation_quality,7.0
527,527,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,video_conf_quality,6.0
528,528,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,liked,6.0
529,529,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,other_liked,6.0
530,530,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,conversation_quality,7.0
531,531,mk:real_meeting_experiment_prolific:2,p4p8,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,video_conf_quality,7.0
532,532,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,liked,7.0
533,533,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,other_liked,6.0
534,534,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,conversation_quality,7.0
535,535,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,video_conf_quality,7.0
536,536,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p1,U,U,liked,7.0
537,537,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p1,U,U,other_liked,7.0
538,538,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p1,U,U,conversation_quality,7.0
539,539,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p1,U,U,video_conf_quality,4.0
540,540,mk:real_meeting_experiment_prolific:4,p1p6,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p6,S,U,liked,6.0
541,541,mk:real_meeting_experiment_prolific:4,p1p6,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p6,S,U,other_liked,6.0
