"X","index","sid","dyad","user_id","other_id","participant_condition","other_condition","question_content","measure","condition"
343,343,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p2","U","S","video_conf_quality",7,"US"
344,344,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p5","U","S","liked",7,"US"
345,345,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p5","U","S","other_liked",7,"US"
346,346,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p5","U","S","conversation_quality",7,"US"
347,347,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p5","U","S","video_conf_quality",7,"US"
348,348,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p3","S","U","liked",4,"SU"
349,349,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p3","S","U","other_liked",3,"SU"
350,350,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p3","S","U","conversation_quality",4,"SU"
351,351,"mk:prolific_participant_real_3:2","p3p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p3","S","U","video_conf_quality",6,"SU"
352,352,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p6","S","S","liked",7,"SS"
353,353,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p6","S","S","other_liked",7,"SS"
354,354,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p6","S","S","conversation_quality",7,"SS"
355,355,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p6","S","S","video_conf_quality",7,"SS"
356,356,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p3","S","S","liked",7,"SS"
357,357,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p3","S","S","other_liked",7,"SS"
358,358,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p3","S","S","conversation_quality",7,"SS"
359,359,"mk:prolific_participant_real_3:2","p3p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p3","S","S","video_conf_quality",6,"SS"
360,360,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p7","S","U","liked",7,"SU"
361,361,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p7","S","U","other_liked",7,"SU"
362,362,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p7","S","U","conversation_quality",7,"SU"
363,363,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p7","S","U","video_conf_quality",7,"SU"
364,364,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p3","U","S","liked",5,"US"
365,365,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p3","U","S","other_liked",6,"US"
366,366,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p3","U","S","conversation_quality",4,"US"
367,367,"mk:prolific_participant_real_3:2","p3p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p3","U","S","video_conf_quality",5,"US"
368,368,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p8","U","U","liked",7,"UU"
369,369,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p8","U","U","other_liked",7,"UU"
370,370,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p8","U","U","conversation_quality",7,"UU"
371,371,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p8","U","U","video_conf_quality",7,"UU"
372,372,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p3","U","U","liked",4,"UU"
373,373,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p3","U","U","other_liked",4,"UU"
374,374,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p3","U","U","conversation_quality",3,"UU"
375,375,"mk:prolific_participant_real_3:2","p3p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p3","U","U","video_conf_quality",6,"UU"
376,376,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p5","S","U","liked",6,"SU"
377,377,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p5","S","U","other_liked",6,"SU"
378,378,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p5","S","U","conversation_quality",6,"SU"
379,379,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p5","S","U","video_conf_quality",7,"SU"
380,380,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p4","U","S","liked",6,"US"
381,381,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p4","U","S","other_liked",5,"US"
382,382,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p4","U","S","conversation_quality",5,"US"
383,383,"mk:prolific_participant_real_3:2","p4p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p4","U","S","video_conf_quality",7,"US"
384,384,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p6","U","U","liked",6,"UU"
385,385,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p6","U","U","other_liked",6,"UU"
386,386,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p6","U","U","conversation_quality",6,"UU"
387,387,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p6","U","U","video_conf_quality",3,"UU"
388,388,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p4","U","U","liked",7,"UU"
389,389,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p4","U","U","other_liked",6,"UU"
390,390,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p4","U","U","conversation_quality",7,"UU"
391,391,"mk:prolific_participant_real_3:2","p4p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p4","U","U","video_conf_quality",7,"UU"
392,392,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p7","U","S","liked",6,"US"
393,393,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p7","U","S","other_liked",6,"US"
394,394,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p7","U","S","conversation_quality",6,"US"
395,395,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p7","U","S","video_conf_quality",7,"US"
396,396,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p4","S","U","liked",7,"SU"
397,397,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p4","S","U","other_liked",6,"SU"
398,398,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p4","S","U","conversation_quality",7,"SU"
399,399,"mk:prolific_participant_real_3:2","p4p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p4","S","U","video_conf_quality",7,"SU"
400,400,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p8","S","S","liked",5,"SS"
401,401,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p8","S","S","other_liked",5,"SS"
402,402,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p8","S","S","conversation_quality",4,"SS"
403,403,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p8","S","S","video_conf_quality",6,"SS"
404,404,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p4","S","S","liked",5,"SS"
405,405,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p4","S","S","other_liked",5,"SS"
406,406,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p4","S","S","conversation_quality",3,"SS"
407,407,"mk:prolific_participant_real_3:2","p4p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p4","S","S","video_conf_quality",7,"SS"
408,408,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p5","U","U","liked",7,"UU"
409,409,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p5","U","U","other_liked",7,"UU"
410,410,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p5","U","U","conversation_quality",7,"UU"
411,411,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p5","U","U","video_conf_quality",7,"UU"
412,412,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p1","U","U","liked",6,"UU"
413,413,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p1","U","U","other_liked",5,"UU"
414,414,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p1","U","U","conversation_quality",6,"UU"
415,415,"mk:real_meeting_experiment_prolific:2","p1p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p1","U","U","video_conf_quality",6,"UU"
416,416,"mk:real_meeting_experiment_prolific:2","p1p6","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p6","S","U","liked",6,"SU"
417,417,"mk:real_meeting_experiment_prolific:2","p1p6","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p6","S","U","other_liked",6,"SU"
418,418,"mk:real_meeting_experiment_prolific:2","p1p6","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p6","S","U","conversation_quality",6,"SU"
419,419,"mk:real_meeting_experiment_prolific:2","p1p6","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p6","S","U","video_conf_quality",5,"SU"
420,420,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p7","S","S","liked",7,"SS"
421,421,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p7","S","S","other_liked",6,"SS"
422,422,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p7","S","S","conversation_quality",7,"SS"
423,423,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p7","S","S","video_conf_quality",7,"SS"
424,424,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p1","S","S","liked",4,"SS"
425,425,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p1","S","S","other_liked",3,"SS"
426,426,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p1","S","S","conversation_quality",4,"SS"
427,427,"mk:real_meeting_experiment_prolific:2","p1p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p1","S","S","video_conf_quality",7,"SS"
428,428,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p8","U","S","liked",7,"US"
429,429,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p8","U","S","other_liked",6,"US"
430,430,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p8","U","S","conversation_quality",7,"US"
431,431,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p1","mk:real_meeting_experiment_prolific:2p8","U","S","video_conf_quality",5,"US"
432,432,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p1","S","U","liked",7,"SU"
433,433,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p1","S","U","other_liked",5,"SU"
434,434,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p1","S","U","conversation_quality",6,"SU"
435,435,"mk:real_meeting_experiment_prolific:2","p1p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p1","S","U","video_conf_quality",7,"SU"
436,436,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p5","S","S","liked",7,"SS"
437,437,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p5","S","S","other_liked",7,"SS"
438,438,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p5","S","S","conversation_quality",7,"SS"
439,439,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p5","S","S","video_conf_quality",7,"SS"
440,440,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p2","S","S","liked",7,"SS"
441,441,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p2","S","S","other_liked",7,"SS"
442,442,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p2","S","S","conversation_quality",7,"SS"
443,443,"mk:real_meeting_experiment_prolific:2","p2p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p2","S","S","video_conf_quality",7,"SS"
444,444,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p6","U","S","liked",6,"US"
445,445,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p6","U","S","other_liked",6,"US"
446,446,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p6","U","S","conversation_quality",7,"US"
447,447,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p6","U","S","video_conf_quality",6,"US"
448,448,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p2","S","U","liked",7,"SU"
449,449,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p2","S","U","other_liked",7,"SU"
450,450,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p2","S","U","conversation_quality",7,"SU"
451,451,"mk:real_meeting_experiment_prolific:2","p2p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p2","S","U","video_conf_quality",7,"SU"
452,452,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p7","U","U","liked",7,"UU"
453,453,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p7","U","U","other_liked",7,"UU"
454,454,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p7","U","U","conversation_quality",7,"UU"
455,455,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p7","U","U","video_conf_quality",7,"UU"
456,456,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p2","U","U","liked",6,"UU"
457,457,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p2","U","U","other_liked",7,"UU"
458,458,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p2","U","U","conversation_quality",6,"UU"
459,459,"mk:real_meeting_experiment_prolific:2","p2p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p2","U","U","video_conf_quality",7,"UU"
460,460,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p8","S","U","liked",7,"SU"
461,461,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p8","S","U","other_liked",7,"SU"
462,462,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p8","S","U","conversation_quality",7,"SU"
463,463,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p2","mk:real_meeting_experiment_prolific:2p8","S","U","video_conf_quality",7,"SU"
464,464,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p2","U","S","liked",7,"US"
465,465,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p2","U","S","other_liked",6,"US"
466,466,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p2","U","S","conversation_quality",7,"US"
467,467,"mk:real_meeting_experiment_prolific:2","p2p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p2","U","S","video_conf_quality",7,"US"
468,468,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p5","U","S","liked",6,"US"
469,469,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p5","U","S","other_liked",6,"US"
470,470,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p5","U","S","conversation_quality",6,"US"
471,471,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p5","U","S","video_conf_quality",6,"US"
472,472,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p3","S","U","liked",6,"SU"
473,473,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p3","S","U","other_liked",5,"SU"
474,474,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p3","S","U","conversation_quality",6,"SU"
475,475,"mk:real_meeting_experiment_prolific:2","p3p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p3","S","U","video_conf_quality",6,"SU"
476,476,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p6","S","S","liked",5,"SS"
477,477,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p6","S","S","other_liked",5,"SS"
478,478,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p6","S","S","conversation_quality",4,"SS"
479,479,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p6","S","S","video_conf_quality",5,"SS"
480,480,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p3","S","S","liked",7,"SS"
481,481,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p3","S","S","other_liked",7,"SS"
482,482,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p3","S","S","conversation_quality",7,"SS"
483,483,"mk:real_meeting_experiment_prolific:2","p3p6","mk:real_meeting_experiment_prolific:2p6","mk:real_meeting_experiment_prolific:2p3","S","S","video_conf_quality",7,"SS"
484,484,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p7","S","U","liked",6,"SU"
485,485,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p7","S","U","other_liked",6,"SU"
486,486,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p7","S","U","conversation_quality",7,"SU"
487,487,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p7","S","U","video_conf_quality",6,"SU"
488,488,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p3","U","S","liked",6,"US"
489,489,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p3","U","S","other_liked",5,"US"
490,490,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p3","U","S","conversation_quality",6,"US"
491,491,"mk:real_meeting_experiment_prolific:2","p3p7","mk:real_meeting_experiment_prolific:2p7","mk:real_meeting_experiment_prolific:2p3","U","S","video_conf_quality",7,"US"
492,492,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p8","U","U","liked",6,"UU"
493,493,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p8","U","U","other_liked",5,"UU"
494,494,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p8","U","U","conversation_quality",6,"UU"
495,495,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p3","mk:real_meeting_experiment_prolific:2p8","U","U","video_conf_quality",6,"UU"
496,496,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p3","U","U","liked",7,"UU"
497,497,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p3","U","U","other_liked",5,"UU"
498,498,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p3","U","U","conversation_quality",7,"UU"
499,499,"mk:real_meeting_experiment_prolific:2","p3p8","mk:real_meeting_experiment_prolific:2p8","mk:real_meeting_experiment_prolific:2p3","U","U","video_conf_quality",7,"UU"
500,500,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p5","S","U","liked",5,"SU"
501,501,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p5","S","U","other_liked",5,"SU"
502,502,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p5","S","U","conversation_quality",5,"SU"
503,503,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p5","S","U","video_conf_quality",4,"SU"
504,504,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p4","U","S","liked",6,"US"
505,505,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p4","U","S","other_liked",6,"US"
506,506,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p4","U","S","conversation_quality",6,"US"
507,507,"mk:real_meeting_experiment_prolific:2","p4p5","mk:real_meeting_experiment_prolific:2p5","mk:real_meeting_experiment_prolific:2p4","U","S","video_conf_quality",5,"US"
508,508,"mk:real_meeting_experiment_prolific:2","p4p6","mk:real_meeting_experiment_prolific:2p4","mk:real_meeting_experiment_prolific:2p6","U","U","liked",3,"UU"
