"X","index","sid","dyad","user_id","other_id","participant_condition","other_condition","question_content","measure","condition"
166,166,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p3","mk:prolific_participant_real_2:2p8","U","U","conversation_quality",6,"UU"
167,167,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p3","mk:prolific_participant_real_2:2p8","U","U","video_conf_quality",7,"UU"
168,168,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p3","U","U","liked",5,"UU"
169,169,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p3","U","U","other_liked",5,"UU"
170,170,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p3","U","U","conversation_quality",5,"UU"
171,171,"mk:prolific_participant_real_2:2","p3p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p3","U","U","video_conf_quality",6,"UU"
172,172,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p5","S","U","liked",4,"SU"
173,173,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p5","S","U","other_liked",4,"SU"
174,174,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p5","S","U","conversation_quality",4,"SU"
175,175,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p5","S","U","video_conf_quality",5,"SU"
176,176,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p5","mk:prolific_participant_real_2:2p4","U","S","liked",5,"US"
177,177,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p5","mk:prolific_participant_real_2:2p4","U","S","other_liked",4,"US"
178,178,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p5","mk:prolific_participant_real_2:2p4","U","S","conversation_quality",4,"US"
179,179,"mk:prolific_participant_real_2:2","p4p5","mk:prolific_participant_real_2:2p5","mk:prolific_participant_real_2:2p4","U","S","video_conf_quality",6,"US"
180,180,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p6","U","U","liked",5,"UU"
181,181,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p6","U","U","other_liked",5,"UU"
182,182,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p6","U","U","conversation_quality",4,"UU"
183,183,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p6","U","U","video_conf_quality",3,"UU"
184,184,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p6","mk:prolific_participant_real_2:2p4","U","U","liked",4,"UU"
185,185,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p6","mk:prolific_participant_real_2:2p4","U","U","other_liked",4,"UU"
186,186,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p6","mk:prolific_participant_real_2:2p4","U","U","conversation_quality",4,"UU"
187,187,"mk:prolific_participant_real_2:2","p4p6","mk:prolific_participant_real_2:2p6","mk:prolific_participant_real_2:2p4","U","U","video_conf_quality",4,"UU"
188,188,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p7","U","S","liked",4,"US"
189,189,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p7","U","S","other_liked",4,"US"
190,190,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p7","U","S","conversation_quality",4,"US"
191,191,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p7","U","S","video_conf_quality",5,"US"
192,192,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p7","mk:prolific_participant_real_2:2p4","S","U","liked",6,"SU"
193,193,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p7","mk:prolific_participant_real_2:2p4","S","U","other_liked",6,"SU"
194,194,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p7","mk:prolific_participant_real_2:2p4","S","U","conversation_quality",6,"SU"
195,195,"mk:prolific_participant_real_2:2","p4p7","mk:prolific_participant_real_2:2p7","mk:prolific_participant_real_2:2p4","S","U","video_conf_quality",6,"SU"
196,196,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p8","S","S","liked",6,"SS"
197,197,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p8","S","S","other_liked",5,"SS"
198,198,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p8","S","S","conversation_quality",5,"SS"
199,199,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p4","mk:prolific_participant_real_2:2p8","S","S","video_conf_quality",6,"SS"
200,200,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p4","S","S","liked",7,"SS"
201,201,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p4","S","S","other_liked",7,"SS"
202,202,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p4","S","S","conversation_quality",7,"SS"
203,203,"mk:prolific_participant_real_2:2","p4p8","mk:prolific_participant_real_2:2p8","mk:prolific_participant_real_2:2p4","S","S","video_conf_quality",7,"SS"
204,204,"mk:prolific_participant_real_3:1","p1p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p1","U","U","liked",4,"UU"
205,205,"mk:prolific_participant_real_3:1","p1p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p1","U","U","other_liked",4,"UU"
206,206,"mk:prolific_participant_real_3:1","p1p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p1","U","U","conversation_quality",4,"UU"
207,207,"mk:prolific_participant_real_3:1","p1p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p1","U","U","video_conf_quality",4,"UU"
208,208,"mk:prolific_participant_real_3:1","p1p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p1","S","S","liked",7,"SS"
209,209,"mk:prolific_participant_real_3:1","p1p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p1","S","S","other_liked",7,"SS"
210,210,"mk:prolific_participant_real_3:1","p1p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p1","S","S","conversation_quality",7,"SS"
211,211,"mk:prolific_participant_real_3:1","p1p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p1","S","S","video_conf_quality",7,"SS"
212,212,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p5","S","S","liked",7,"SS"
213,213,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p5","S","S","other_liked",6,"SS"
214,214,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p5","S","S","conversation_quality",7,"SS"
215,215,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p5","S","S","video_conf_quality",7,"SS"
216,216,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p2","S","S","liked",7,"SS"
217,217,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p2","S","S","other_liked",7,"SS"
218,218,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p2","S","S","conversation_quality",7,"SS"
219,219,"mk:prolific_participant_real_3:1","p2p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p2","S","S","video_conf_quality",7,"SS"
220,220,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p6","U","S","liked",7,"US"
221,221,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p6","U","S","other_liked",7,"US"
222,222,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p6","U","S","conversation_quality",7,"US"
223,223,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p2","mk:prolific_participant_real_3:1p6","U","S","video_conf_quality",7,"US"
224,224,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p2","S","U","liked",7,"SU"
225,225,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p2","S","U","other_liked",7,"SU"
226,226,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p2","S","U","conversation_quality",7,"SU"
227,227,"mk:prolific_participant_real_3:1","p2p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p2","S","U","video_conf_quality",4,"SU"
228,228,"mk:prolific_participant_real_3:1","p2p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p2","U","U","liked",7,"UU"
229,229,"mk:prolific_participant_real_3:1","p2p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p2","U","U","other_liked",7,"UU"
230,230,"mk:prolific_participant_real_3:1","p2p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p2","U","U","conversation_quality",7,"UU"
231,231,"mk:prolific_participant_real_3:1","p2p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p2","U","U","video_conf_quality",7,"UU"
232,232,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p5","U","S","liked",5,"US"
233,233,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p5","U","S","other_liked",6,"US"
234,234,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p5","U","S","conversation_quality",3,"US"
235,235,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p5","U","S","video_conf_quality",6,"US"
236,236,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p3","S","U","liked",7,"SU"
237,237,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p3","S","U","other_liked",7,"SU"
238,238,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p3","S","U","conversation_quality",7,"SU"
239,239,"mk:prolific_participant_real_3:1","p3p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p3","S","U","video_conf_quality",7,"SU"
240,240,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p6","S","S","liked",6,"SS"
241,241,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p6","S","S","other_liked",6,"SS"
242,242,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p6","S","S","conversation_quality",4,"SS"
243,243,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p6","S","S","video_conf_quality",5,"SS"
244,244,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p3","S","S","liked",7,"SS"
245,245,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p3","S","S","other_liked",6,"SS"
246,246,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p3","S","S","conversation_quality",7,"SS"
247,247,"mk:prolific_participant_real_3:1","p3p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p3","S","S","video_conf_quality",6,"SS"
248,248,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p7","S","U","liked",6,"SU"
249,249,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p7","S","U","other_liked",6,"SU"
250,250,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p7","S","U","conversation_quality",7,"SU"
251,251,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p7","S","U","video_conf_quality",3,"SU"
252,252,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p3","U","S","liked",7,"US"
253,253,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p3","U","S","other_liked",7,"US"
254,254,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p3","U","S","conversation_quality",7,"US"
255,255,"mk:prolific_participant_real_3:1","p3p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p3","U","S","video_conf_quality",7,"US"
256,256,"mk:prolific_participant_real_3:1","p3p8","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p8","U","U","liked",4,"UU"
257,257,"mk:prolific_participant_real_3:1","p3p8","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p8","U","U","other_liked",4,"UU"
258,258,"mk:prolific_participant_real_3:1","p3p8","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p8","U","U","conversation_quality",4,"UU"
259,259,"mk:prolific_participant_real_3:1","p3p8","mk:prolific_participant_real_3:1p3","mk:prolific_participant_real_3:1p8","U","U","video_conf_quality",4,"UU"
260,260,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p5","S","U","liked",6,"SU"
261,261,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p5","S","U","other_liked",6,"SU"
262,262,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p5","S","U","conversation_quality",7,"SU"
263,263,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p5","S","U","video_conf_quality",7,"SU"
264,264,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p4","U","S","liked",7,"US"
265,265,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p4","U","S","other_liked",7,"US"
266,266,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p4","U","S","conversation_quality",7,"US"
267,267,"mk:prolific_participant_real_3:1","p4p5","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p4","U","S","video_conf_quality",7,"US"
268,268,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p6","U","U","liked",7,"UU"
269,269,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p6","U","U","other_liked",7,"UU"
270,270,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p6","U","U","conversation_quality",7,"UU"
271,271,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p6","U","U","video_conf_quality",7,"UU"
272,272,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p4","U","U","liked",7,"UU"
273,273,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p4","U","U","other_liked",7,"UU"
274,274,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p4","U","U","conversation_quality",7,"UU"
275,275,"mk:prolific_participant_real_3:1","p4p6","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p4","U","U","video_conf_quality",6,"UU"
276,276,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p7","U","S","liked",7,"US"
277,277,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p7","U","S","other_liked",7,"US"
278,278,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p7","U","S","conversation_quality",7,"US"
279,279,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1p7","U","S","video_conf_quality",7,"US"
280,280,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p4","S","U","liked",7,"SU"
281,281,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p4","S","U","other_liked",7,"SU"
282,282,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p4","S","U","conversation_quality",7,"SU"
283,283,"mk:prolific_participant_real_3:1","p4p7","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p4","S","U","video_conf_quality",7,"SU"
284,284,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p5","U","U","liked",7,"UU"
285,285,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p5","U","U","other_liked",7,"UU"
286,286,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p5","U","U","conversation_quality",7,"UU"
287,287,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p5","U","U","video_conf_quality",7,"UU"
288,288,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p1","U","U","liked",6,"UU"
289,289,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p1","U","U","other_liked",5,"UU"
290,290,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p1","U","U","conversation_quality",5,"UU"
291,291,"mk:prolific_participant_real_3:2","p1p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p1","U","U","video_conf_quality",7,"UU"
292,292,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p6","S","U","liked",7,"SU"
293,293,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p6","S","U","other_liked",7,"SU"
294,294,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p6","S","U","conversation_quality",7,"SU"
295,295,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p6","S","U","video_conf_quality",7,"SU"
296,296,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p1","U","S","liked",6,"US"
297,297,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p1","U","S","other_liked",6,"US"
298,298,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p1","U","S","conversation_quality",6,"US"
299,299,"mk:prolific_participant_real_3:2","p1p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p1","U","S","video_conf_quality",6,"US"
300,300,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p7","S","S","liked",7,"SS"
301,301,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p7","S","S","other_liked",7,"SS"
302,302,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p7","S","S","conversation_quality",7,"SS"
303,303,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p7","S","S","video_conf_quality",7,"SS"
304,304,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p1","S","S","liked",6,"SS"
305,305,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p1","S","S","other_liked",6,"SS"
306,306,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p1","S","S","conversation_quality",5,"SS"
307,307,"mk:prolific_participant_real_3:2","p1p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p1","S","S","video_conf_quality",6,"SS"
308,308,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p8","U","S","liked",6,"US"
309,309,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p8","U","S","other_liked",6,"US"
310,310,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p8","U","S","conversation_quality",5,"US"
311,311,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p8","U","S","video_conf_quality",7,"US"
312,312,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p1","S","U","liked",5,"SU"
313,313,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p1","S","U","other_liked",5,"SU"
314,314,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p1","S","U","conversation_quality",5,"SU"
315,315,"mk:prolific_participant_real_3:2","p1p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p1","S","U","video_conf_quality",7,"SU"
316,316,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p5","S","S","liked",7,"SS"
317,317,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p5","S","S","other_liked",7,"SS"
318,318,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p5","S","S","conversation_quality",7,"SS"
319,319,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p5","S","S","video_conf_quality",7,"SS"
320,320,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p2","S","S","liked",6,"SS"
321,321,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p2","S","S","other_liked",5,"SS"
322,322,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p2","S","S","conversation_quality",4,"SS"
323,323,"mk:prolific_participant_real_3:2","p2p5","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p2","S","S","video_conf_quality",6,"SS"
324,324,"mk:prolific_participant_real_3:2","p2p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p2","S","U","liked",4,"SU"
325,325,"mk:prolific_participant_real_3:2","p2p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p2","S","U","other_liked",4,"SU"
326,326,"mk:prolific_participant_real_3:2","p2p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p2","S","U","conversation_quality",4,"SU"
327,327,"mk:prolific_participant_real_3:2","p2p6","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p2","S","U","video_conf_quality",5,"SU"
328,328,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p7","U","U","liked",7,"UU"
329,329,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p7","U","U","other_liked",7,"UU"
330,330,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p7","U","U","conversation_quality",7,"UU"
331,331,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p7","U","U","video_conf_quality",7,"UU"
332,332,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p2","U","U","liked",7,"UU"
333,333,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p2","U","U","other_liked",7,"UU"
334,334,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p2","U","U","conversation_quality",6,"UU"
335,335,"mk:prolific_participant_real_3:2","p2p7","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p2","U","U","video_conf_quality",6,"UU"
336,336,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p8","S","U","liked",4,"SU"
337,337,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p8","S","U","other_liked",4,"SU"
338,338,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p8","S","U","conversation_quality",2,"SU"
339,339,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p8","S","U","video_conf_quality",7,"SU"
340,340,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p2","U","S","liked",5,"US"
341,341,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p2","U","S","other_liked",5,"US"
342,342,"mk:prolific_participant_real_3:2","p2p8","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p2","U","S","conversation_quality",5,"US"
