...1,index,sid,dyad,user_id,other_id,participant_condition,other_condition,question_content,measure,relationship
533,533,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,other_liked,6,-0.0310688068959335
537,537,mk:real_meeting_experiment_prolific:4,p1p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p1,U,U,other_liked,7,0.0425379864044757
541,541,mk:real_meeting_experiment_prolific:4,p1p6,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p6,S,U,other_liked,6,NA
545,545,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,other_liked,7,0.30083763461653
549,549,mk:real_meeting_experiment_prolific:4,p1p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p1,S,S,other_liked,6,-0.407060302255013
553,553,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,other_liked,6,0.80536876375915
557,557,mk:real_meeting_experiment_prolific:4,p1p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p1,S,U,other_liked,7,0.515277581513656
561,561,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,other_liked,5,-0.130243753842644
565,565,mk:real_meeting_experiment_prolific:4,p2p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p2,S,S,other_liked,7,0.34260145202396
569,569,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,other_liked,6,0.20166268766982
573,573,mk:real_meeting_experiment_prolific:4,p2p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p2,U,U,other_liked,6,-0.106996836635529
577,577,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p8,S,U,other_liked,4,-0.29380618318756
581,581,mk:real_meeting_experiment_prolific:4,p2p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p2,U,S,other_liked,6,-0.18465895286686
585,585,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p5,U,S,other_liked,5,0.177063345381886
589,589,mk:real_meeting_experiment_prolific:4,p3p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p3,S,U,other_liked,7,0.387039719313383
593,593,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p3,mk:real_meeting_experiment_prolific:4p8,U,U,other_liked,3,-0.986499083963031
597,597,mk:real_meeting_experiment_prolific:4,p3p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p3,U,U,other_liked,6,-0.140220685577437
601,601,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p5,S,U,other_liked,5,-0.110281833214334
605,605,mk:real_meeting_experiment_prolific:4,p4p5,mk:real_meeting_experiment_prolific:4p5,mk:real_meeting_experiment_prolific:4p4,U,S,other_liked,6,-0.437182764869794
609,609,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p7,U,S,other_liked,6,0.22162460829813
613,613,mk:real_meeting_experiment_prolific:4,p4p7,mk:real_meeting_experiment_prolific:4p7,mk:real_meeting_experiment_prolific:4p4,S,U,other_liked,6,0.113218946470718
617,617,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p4,mk:real_meeting_experiment_prolific:4p8,S,S,other_liked,4,-0.27384426255925
621,621,mk:real_meeting_experiment_prolific:4,p4p8,mk:real_meeting_experiment_prolific:4p8,mk:real_meeting_experiment_prolific:4p4,S,S,other_liked,6,0.0355568302393863
625,625,mk:real_meeting_experiment_prolific:5,p3p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p3,S,U,other_liked,1,-2.38296787033465
629,629,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p6,S,S,other_liked,7,0.206130257228438
633,633,mk:real_meeting_experiment_prolific:5,p3p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p3,S,S,other_liked,6,0.871387673209233
637,637,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p3,mk:real_meeting_experiment_prolific:5p7,S,U,other_liked,7,0.206130257228438
641,641,mk:real_meeting_experiment_prolific:5,p3p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p3,U,S,other_liked,6,0.871387673209233
645,645,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p5,S,U,other_liked,6,-0.335633864749443
649,649,mk:real_meeting_experiment_prolific:5,p4p5,mk:real_meeting_experiment_prolific:5p5,mk:real_meeting_experiment_prolific:5p4,U,S,other_liked,5,0.408857398432142
653,653,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p6,U,U,other_liked,7,-0.0285545513081562
657,657,mk:real_meeting_experiment_prolific:5,p4p6,mk:real_meeting_experiment_prolific:5p6,mk:real_meeting_experiment_prolific:5p4,U,U,other_liked,6,-0.336787058023978
661,661,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p7,U,S,other_liked,7,-0.0285545513081562
665,665,mk:real_meeting_experiment_prolific:5,p4p7,mk:real_meeting_experiment_prolific:5p7,mk:real_meeting_experiment_prolific:5p4,S,U,other_liked,6,-0.336787058023978
669,669,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p4,mk:real_meeting_experiment_prolific:5p8,S,S,other_liked,7,0.131318068013759
673,673,mk:real_meeting_experiment_prolific:5,p4p8,mk:real_meeting_experiment_prolific:5p8,mk:real_meeting_experiment_prolific:5p4,S,S,other_liked,7,0.489028625069658
677,677,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p5,U,U,other_liked,7,1.00618489583333
681,681,mk:real_meeting_experiment_prolific:6,p1p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p1,U,U,other_liked,5,-0.450846354166666
685,685,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p6,S,U,other_liked,6,0.534830729166667
689,689,mk:real_meeting_experiment_prolific:6,p1p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p1,U,S,other_liked,6,0.409830729166668
693,693,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p7,S,S,other_liked,7,0.756184895833334
697,697,mk:real_meeting_experiment_prolific:6,p1p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p1,S,S,other_liked,7,0.631184895833334
701,701,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p1,mk:real_meeting_experiment_prolific:6p8,U,S,other_liked,4,-1.9375
705,705,mk:real_meeting_experiment_prolific:6,p1p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p1,S,U,other_liked,7,-0.0644531249999982
709,709,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p5,S,S,other_liked,3,-1.0185546875
713,713,mk:real_meeting_experiment_prolific:6,p2p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p2,S,S,other_liked,6,0.5205078125
717,717,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p6,U,S,other_liked,1,-2.48990885416667
721,721,mk:real_meeting_experiment_prolific:6,p2p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p2,S,U,other_liked,6,0.381184895833334
725,725,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p7,U,U,other_liked,4,-0.268554687499999
729,729,mk:real_meeting_experiment_prolific:6,p2p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p2,U,U,other_liked,7,0.6025390625
733,733,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p2,mk:real_meeting_experiment_prolific:6p8,S,U,other_liked,5,1.03776041666667
737,737,mk:real_meeting_experiment_prolific:6,p2p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p2,U,S,other_liked,7,-0.0930989583333321
741,741,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p5,U,S,other_liked,6,0.0891927083333339
745,745,mk:real_meeting_experiment_prolific:6,p3p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p3,S,U,other_liked,4,-0.365885416666667
749,749,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p6,S,S,other_liked,6,0.617838541666667
753,753,mk:real_meeting_experiment_prolific:6,p3p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p3,S,S,other_liked,4,-0.505208333333333
757,757,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p7,S,U,other_liked,6,-0.160807291666666
761,761,mk:real_meeting_experiment_prolific:6,p3p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p3,U,S,other_liked,4,-1.28385416666667
765,765,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p3,mk:real_meeting_experiment_prolific:6p8,U,U,other_liked,6,0.1455078125
769,769,mk:real_meeting_experiment_prolific:6,p3p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p3,U,U,other_liked,7,1.0205078125
773,773,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p5,S,U,other_liked,7,0.338216145833335
777,777,mk:real_meeting_experiment_prolific:6,p4p5,mk:real_meeting_experiment_prolific:6p5,mk:real_meeting_experiment_prolific:6p4,U,S,other_liked,4,-0.782877604166666
781,781,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p6,U,U,other_liked,7,0.866861979166668
785,785,mk:real_meeting_experiment_prolific:6,p4p6,mk:real_meeting_experiment_prolific:6p6,mk:real_meeting_experiment_prolific:6p4,U,U,other_liked,4,-0.922200520833332
789,789,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p7,U,S,other_liked,7,0.0882161458333348
793,793,mk:real_meeting_experiment_prolific:6,p4p7,mk:real_meeting_experiment_prolific:6p7,mk:real_meeting_experiment_prolific:6p4,S,U,other_liked,6,0.299153645833334
797,797,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p4,mk:real_meeting_experiment_prolific:6p8,S,S,other_liked,7,0.394531250000001
801,801,mk:real_meeting_experiment_prolific:6,p4p8,mk:real_meeting_experiment_prolific:6p8,mk:real_meeting_experiment_prolific:6p4,S,S,other_liked,7,0.603515625000002
2,2,mk:prolific_participant_real_2:1,p1p5,mk:prolific_participant_real_2:1p1,mk:prolific_participant_real_2:1p5,U,U,conversation_quality,5,-0.0642399212913007
6,6,mk:prolific_participant_real_2:1,p1p5,mk:prolific_participant_real_2:1p5,mk:prolific_participant_real_2:1p1,U,U,conversation_quality,7,0.959743484414799
10,10,mk:prolific_participant_real_2:1,p1p6,mk:prolific_participant_real_2:1p1,mk:prolific_participant_real_2:1p6,S,U,conversation_quality,1,-3.13115015542348
14,14,mk:prolific_participant_real_2:1,p1p7,mk:prolific_participant_real_2:1p1,mk:prolific_participant_real_2:1p7,S,S,conversation_quality,7,1.8678375134935301
18,18,mk:prolific_participant_real_2:1,p1p7,mk:prolific_participant_real_2:1p7,mk:prolific_participant_real_2:1p1,S,S,conversation_quality,7,0.43646313442599
22,22,mk:prolific_participant_real_2:1,p1p8,mk:prolific_participant_real_2:1p1,mk:prolific_participant_real_2:1p8,U,S,conversation_quality,6,0.41455613599563
26,26,mk:prolific_participant_real_2:1,p1p8,mk:prolific_participant_real_2:1p8,mk:prolific_participant_real_2:1p1,S,U,conversation_quality,6,-0.742312970325574
30,30,mk:prolific_participant_real_2:1,p2p5,mk:prolific_participant_real_2:1p2,mk:prolific_participant_real_2:1p5,S,S,conversation_quality,7,0.135716510286954
34,34,mk:prolific_participant_real_2:1,p2p5,mk:prolific_participant_real_2:1p5,mk:prolific_participant_real_2:1p2,S,S,conversation_quality,6,-0.203877036159112
38,38,mk:prolific_participant_real_2:1,p2p6,mk:prolific_participant_real_2:1p2,mk:prolific_participant_real_2:1p6,U,S,conversation_quality,7,1.06880627615478
42,42,mk:prolific_participant_real_2:1,p2p6,mk:prolific_participant_real_2:1p6,mk:prolific_participant_real_2:1p2,S,U,conversation_quality,7,0.36344030141211
46,46,mk:prolific_participant_real_2:1,p2p7,mk:prolific_participant_real_2:1p2,mk:prolific_participant_real_2:1p7,U,U,conversation_quality,7,0.0677939450717799
50,50,mk:prolific_participant_real_2:1,p2p8,mk:prolific_participant_real_2:1p2,mk:prolific_participant_real_2:1p8,S,U,conversation_quality,7,-0.385487432426116
54,54,mk:prolific_participant_real_2:1,p2p8,mk:prolific_participant_real_2:1p8,mk:prolific_participant_real_2:1p2,U,S,conversation_quality,7,0.0940665091005162
58,58,mk:prolific_participant_real_2:1,p3p5,mk:prolific_participant_real_2:1p5,mk:prolific_participant_real_2:1p3,S,U,conversation_quality,4,-1.44916097751575
62,62,mk:prolific_participant_real_2:1,p3p7,mk:prolific_participant_real_2:1p3,mk:prolific_participant_real_2:1p7,S,U,conversation_quality,4,-1.74454042055181
66,66,mk:prolific_participant_real_2:1,p3p8,mk:prolific_participant_real_2:1p3,mk:prolific_participant_real_2:1p8,U,U,conversation_quality,7,0.802178201950293
70,70,mk:prolific_participant_real_2:1,p3p8,mk:prolific_participant_real_2:1p8,mk:prolific_participant_real_2:1p3,U,U,conversation_quality,7,0.84878256774388
74,74,mk:prolific_participant_real_2:1,p4p5,mk:prolific_participant_real_2:1p5,mk:prolific_participant_real_2:1p4,U,S,conversation_quality,7,NA
78,78,mk:prolific_participant_real_2:1,p4p7,mk:prolific_participant_real_2:1p7,mk:prolific_participant_real_2:1p4,S,U,conversation_quality,4,NA
82,82,mk:prolific_participant_real_2:1,p4p8,mk:prolific_participant_real_2:1p8,mk:prolific_participant_real_2:1p4,S,S,conversation_quality,4,NA
86,86,mk:prolific_participant_real_2:2,p1p5,mk:prolific_participant_real_2:2p1,mk:prolific_participant_real_2:2p5,U,U,conversation_quality,6,0.340473341563393
90,90,mk:prolific_participant_real_2:2,p1p5,mk:prolific_participant_real_2:2p5,mk:prolific_participant_real_2:2p1,U,U,conversation_quality,7,1.84050958118741
94,94,mk:prolific_participant_real_2:2,p1p6,mk:prolific_participant_real_2:2p1,mk:prolific_participant_real_2:2p6,S,U,conversation_quality,4,-0.478659145415774
98,98,mk:prolific_participant_real_2:2,p1p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p1,U,S,conversation_quality,1,-2.81187485891675
102,102,mk:prolific_participant_real_2:2,p1p7,mk:prolific_participant_real_2:2p1,mk:prolific_participant_real_2:2p7,S,S,conversation_quality,7,1.31272269052173
106,106,mk:prolific_participant_real_2:2,p1p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p1,S,S,conversation_quality,6,0.479262836395749
110,110,mk:prolific_participant_real_2:2,p1p8,mk:prolific_participant_real_2:2p1,mk:prolific_participant_real_2:2p8,U,S,conversation_quality,4,-0.946558944762697
114,114,mk:prolific_participant_real_2:2,p2p5,mk:prolific_participant_real_2:2p2,mk:prolific_participant_real_2:2p5,S,S,conversation_quality,6,0.114530888814776
118,118,mk:prolific_participant_real_2:2,p2p5,mk:prolific_participant_real_2:2p5,mk:prolific_participant_real_2:2p2,S,S,conversation_quality,6,0.234505978841631
122,122,mk:prolific_participant_real_2:2,p2p6,mk:prolific_participant_real_2:2p2,mk:prolific_participant_real_2:2p6,U,S,conversation_quality,6,1.29539840183561
126,126,mk:prolific_participant_real_2:2,p2p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p2,S,U,conversation_quality,5,0.582121538737465
130,130,mk:prolific_participant_real_2:2,p2p7,mk:prolific_participant_real_2:2p2,mk:prolific_participant_real_2:2p7,U,U,conversation_quality,6,0.0867802377731088
134,134,mk:prolific_participant_real_2:2,p2p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p2,U,U,conversation_quality,6,-0.126740765950034
138,138,mk:prolific_participant_real_2:2,p2p8,mk:prolific_participant_real_2:2p2,mk:prolific_participant_real_2:2p8,S,U,conversation_quality,4,-1.17250139751131
142,142,mk:prolific_participant_real_2:2,p3p5,mk:prolific_participant_real_2:2p3,mk:prolific_participant_real_2:2p5,U,S,conversation_quality,7,1.1350495626056
146,146,mk:prolific_participant_real_2:2,p3p5,mk:prolific_participant_real_2:2p5,mk:prolific_participant_real_2:2p3,S,U,conversation_quality,5,-0.494793195573109
150,150,mk:prolific_participant_real_2:2,p3p6,mk:prolific_participant_real_2:2p3,mk:prolific_participant_real_2:2p6,S,S,conversation_quality,3,-1.68408292437357
154,154,mk:prolific_participant_real_2:2,p3p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p3,S,S,conversation_quality,5,0.852822364322725
158,158,mk:prolific_participant_real_2:2,p3p7,mk:prolific_participant_real_2:2p3,mk:prolific_participant_real_2:2p7,S,U,conversation_quality,6,0.107298911563934
162,162,mk:prolific_participant_real_2:2,p3p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p3,U,S,conversation_quality,6,0.143960059635226
166,166,mk:prolific_participant_real_2:2,p3p8,mk:prolific_participant_real_2:2p3,mk:prolific_participant_real_2:2p8,U,U,conversation_quality,6,0.848017276279511
170,170,mk:prolific_participant_real_2:2,p3p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p3,U,U,conversation_quality,5,-0.569527724432565
174,174,mk:prolific_participant_real_2:2,p4p5,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p5,S,U,conversation_quality,4,-0.961833575415232
178,178,mk:prolific_participant_real_2:2,p4p5,mk:prolific_participant_real_2:2p5,mk:prolific_participant_real_2:2p4,U,S,conversation_quality,4,-1.42541656796894
182,182,mk:prolific_participant_real_2:2,p4p6,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p6,U,U,conversation_quality,4,0.219033937605601
186,186,mk:prolific_participant_real_2:2,p4p6,mk:prolific_participant_real_2:2p6,mk:prolific_participant_real_2:2p4,U,U,conversation_quality,4,-0.0778010080731084
190,190,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p7,U,S,conversation_quality,4,-0.989584226456899
194,194,mk:prolific_participant_real_2:2,p4p7,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,conversation_quality,6,0.213336687239392
198,198,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p4,mk:prolific_participant_real_2:2p8,S,S,conversation_quality,5,0.751134138258678
202,202,mk:prolific_participant_real_2:2,p4p8,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,conversation_quality,7,1.4998489031716
206,206,mk:prolific_participant_real_3:1,p1p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p1,U,U,conversation_quality,4,NA
210,210,mk:prolific_participant_real_3:1,p1p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p1,S,S,conversation_quality,7,NA
214,214,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,conversation_quality,7,0.622844328703702
218,218,mk:prolific_participant_real_3:1,p2p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,conversation_quality,7,-0.0186487268518523
222,222,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,conversation_quality,7,0.372518807870369
226,226,mk:prolific_participant_real_3:1,p2p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,conversation_quality,7,-0.0463179976851862
230,230,mk:prolific_participant_real_3:1,p2p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,conversation_quality,7,-0.126962770061729
234,234,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,conversation_quality,3,-1.64074315200617
238,238,mk:prolific_participant_real_3:1,p3p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,conversation_quality,7,0.172673128858024
242,242,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,conversation_quality,4,-0.891068672839506
246,246,mk:prolific_participant_real_3:1,p3p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,conversation_quality,7,0.14500385802469
250,250,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,conversation_quality,7,1.3738208912037
254,254,mk:prolific_participant_real_3:1,p3p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,conversation_quality,7,0.0643590856481477
258,258,mk:prolific_participant_real_3:1,p3p8,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p8,U,U,conversation_quality,4,NA
262,262,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,conversation_quality,7,0.606978202160493
266,266,mk:prolific_participant_real_3:1,p4p5,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,conversation_quality,7,-0.0210117669753096
270,270,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,conversation_quality,7,0.35665268132716
274,274,mk:prolific_participant_real_3:1,p4p6,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,conversation_quality,7,-0.0486810378086435
278,278,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,conversation_quality,7,-0.378457754629631
282,282,mk:prolific_participant_real_3:1,p4p7,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,conversation_quality,7,-0.129325810185186
286,286,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,conversation_quality,7,0.157101585751489
290,290,mk:prolific_participant_real_3:2,p1p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,conversation_quality,5,0.12231154668899
294,294,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,conversation_quality,7,0.304284474206352
298,298,mk:prolific_participant_real_3:2,p1p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,conversation_quality,6,0.0554237971230185
302,302,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,conversation_quality,7,0.101763044084824
306,306,mk:prolific_participant_real_3:2,p1p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,conversation_quality,5,-0.600995744977676
310,310,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,conversation_quality,5,-0.187787737165177
314,314,mk:prolific_participant_real_3:2,p1p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,conversation_quality,5,0.608476911272323
318,318,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,conversation_quality,7,0.958527095734128
322,322,mk:prolific_participant_real_3:2,p2p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,conversation_quality,4,-0.456674727182538
326,326,mk:prolific_participant_real_3:2,p2p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,conversation_quality,4,-1.52356247674851
330,330,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,conversation_quality,7,0.903188554067463
334,334,mk:prolific_participant_real_3:2,p2p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,conversation_quality,6,0.820017981150796
338,338,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,conversation_quality,2,-2.38636222718254
342,342,mk:prolific_participant_real_3:2,p2p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,conversation_quality,5,1.0294906374008
346,346,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,conversation_quality,7,-0.163048153831843
350,350,mk:prolific_participant_real_3:2,p3p5,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,conversation_quality,4,-0.362877255394343
354,354,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,conversation_quality,7,-0.0158652653769806
358,358,mk:prolific_participant_real_3:2,p3p6,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,conversation_quality,7,1.57023499503969
362,362,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,conversation_quality,7,-0.218386695498508
366,366,mk:prolific_participant_real_3:2,p3p7,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,conversation_quality,4,-1.08618454706101
370,370,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,conversation_quality,7,1.49206252325149
374,374,mk:prolific_participant_real_3:2,p3p8,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,conversation_quality,3,-0.87671189081101
378,378,mk:prolific_participant_real_3:2,p4p5,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,conversation_quality,6,-0.133425757998511
