"","group.id","participant_nb","interacting_partner","dyad","relationship"
"122","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p4","mk:prolific_participant_real_3:1_12",-0.0380817177854951
"123","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1_13",NA
"124","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1_13",NA
"125","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1_14",NA
"126","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p5","mk:prolific_participant_real_3:1_14",NA
"127","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1_15",NA
"128","mk:prolific_participant_real_3:1","mk:prolific_participant_real_3:1p7","mk:prolific_participant_real_3:1p6","mk:prolific_participant_real_3:1_15",NA
"129","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_1",NA
"130","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_1",NA
"131","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_2",NA
"132","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_2",NA
"133","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2_3",NA
"134","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_3",NA
"135","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2_4",-0.178346906389508
"136","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_4",0.377449398949034
"137","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2_5",0.690374949621775
"138","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_5",-0.19681173657614
"139","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2_6",-0.150677635556176
"140","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_6",-0.260896955217633
"141","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2_7",-0.0113547188895078
"142","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p1","mk:prolific_participant_real_3:2_7",0.210457211449034
"143","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_8",NA
"144","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_8",NA
"145","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2_9",NA
"146","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_9",NA
"147","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2_10",-0.0340174114893346
"148","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_10",-0.251933264353917
"149","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2_11",NA
"150","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_11",-0.826194399879091
"151","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2_12",-0.00634814065600242
"152","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_12",0.109720381479416
"153","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2_13",0.132974776010665
"154","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p2","mk:prolific_participant_real_3:2_13",0.581074548146083
"155","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2_14",NA
"156","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_14",NA
"157","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2_15",-0.136843000139507
"158","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_15",-0.0800701323009658
"159","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2_16",0.731878855871776
"160","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p6","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_16",0.34566873217386
"161","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2_17",-0.109173729306175
"162","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p7","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_17",-0.718416486467633
"163","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2_18",0.0301491873604931
"164","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p8","mk:prolific_participant_real_3:2p3","mk:prolific_participant_real_3:2_18",-0.247062319800966
"165","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2_19",0.698117937360492
"166","mk:prolific_participant_real_3:2","mk:prolific_participant_real_3:2p5","mk:prolific_participant_real_3:2p4","mk:prolific_participant_real_3:2_19",0.0849689301990342
