"dyad_std","question_content","rel1","rel2"
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","conversation_quality",7,7
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","liked",7,7
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","liked",7,7
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","other_liked",7,7
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","other_liked",7,7
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","video_conf_quality",7,6
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p6","video_conf_quality",7,6
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","conversation_quality",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","conversation_quality",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","liked",7,5
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","liked",7,5
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","other_liked",7,6
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","other_liked",7,6
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","video_conf_quality",7,5
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p7","video_conf_quality",7,5
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","conversation_quality",7,3
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","conversation_quality",7,3
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","liked",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","liked",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","other_liked",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","other_liked",7,4
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","video_conf_quality",7,6
"mk:prolific_participant_real_3:2p3_mk:prolific_participant_real_3:2p8","video_conf_quality",7,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","conversation_quality",6,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","conversation_quality",6,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","other_liked",6,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","other_liked",6,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","video_conf_quality",7,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p5","video_conf_quality",7,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","conversation_quality",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","conversation_quality",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","liked",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","liked",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","other_liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","other_liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","video_conf_quality",3,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p6","video_conf_quality",3,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","conversation_quality",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","conversation_quality",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","liked",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","liked",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","other_liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","other_liked",6,6
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","video_conf_quality",7,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p7","video_conf_quality",7,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","conversation_quality",4,3
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","conversation_quality",4,3
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","liked",5,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","liked",5,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","other_liked",5,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","other_liked",5,5
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","video_conf_quality",6,7
"mk:prolific_participant_real_3:2p4_mk:prolific_participant_real_3:2p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","liked",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","liked",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","other_liked",7,5
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","other_liked",7,5
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,4
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,4
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","liked",7,4
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","liked",7,4
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","other_liked",6,3
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","other_liked",6,3
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","liked",7,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","liked",7,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p1_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","other_liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","other_liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","liked",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","liked",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","other_liked",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","other_liked",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","liked",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","liked",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","other_liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","other_liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","liked",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","other_liked",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","other_liked",7,6
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p2_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","liked",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","liked",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","conversation_quality",4,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","conversation_quality",4,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","liked",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","liked",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","other_liked",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","other_liked",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","liked",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","liked",6,6
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","other_liked",6,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","liked",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","liked",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","other_liked",5,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","other_liked",5,5
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p3_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","conversation_quality",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","conversation_quality",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","liked",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","liked",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","other_liked",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","other_liked",5,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",4,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p5","video_conf_quality",4,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","conversation_quality",3,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","conversation_quality",3,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","liked",3,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","liked",3,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","other_liked",5,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","other_liked",5,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p6","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","liked",7,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","liked",7,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","other_liked",7,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","other_liked",7,5
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p7","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","liked",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","liked",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","other_liked",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","other_liked",7,6
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:2p4_mk:real_meeting_experiment_prolific:2p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","conversation_quality",7,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","liked",7,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","liked",7,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","other_liked",6,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","other_liked",6,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",7,4
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",7,4
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","conversation_quality",7,5
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","liked",7,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","liked",7,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","other_liked",7,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","liked",6,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","liked",6,6
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","other_liked",6,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","other_liked",6,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:4p1_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",7,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","liked",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","liked",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","other_liked",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","other_liked",5,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","liked",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","liked",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","other_liked",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","other_liked",6,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","conversation_quality",4,5
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","conversation_quality",4,5
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","liked",4,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","liked",4,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","other_liked",4,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","other_liked",4,6
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",3,5
"mk:real_meeting_experiment_prolific:4p2_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",3,5
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","conversation_quality",6,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","liked",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","liked",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","other_liked",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","other_liked",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",5,7
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","conversation_quality",5,5
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","conversation_quality",5,5
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","liked",5,6
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","liked",5,6
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","other_liked",3,6
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","other_liked",3,6
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",3,4
"mk:real_meeting_experiment_prolific:4p3_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",3,4
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","conversation_quality",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","other_liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","other_liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p5","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","conversation_quality",6,5
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","liked",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","liked",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","other_liked",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","other_liked",6,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p7","video_conf_quality",7,5
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","conversation_quality",5,7
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","liked",5,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","other_liked",4,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","other_liked",4,6
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:4p4_mk:real_meeting_experiment_prolific:4p8","video_conf_quality",6,7
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","conversation_quality",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","other_liked",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","video_conf_quality",7,6
"mk:real_meeting_experiment_prolific:5p3_mk:real_meeting_experiment_prolific:5p6","video_conf_quality",7,6
