,sid,user_id,other_id,participant_condition,other_condition,question_content,Unnamed: 0,measure
180,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,conversation_quality,84.0,0.213336687239392
181,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,liked,84.0,0.0575449504549557
182,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,other_liked,84.0,0.156450756012447
183,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p7,mk:prolific_participant_real_2:2p4,S,U,video_conf_quality,84.0,0.0370506861853208
184,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p3,U,U,conversation_quality,78.0,-0.569527724432566
185,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p3,U,U,liked,78.0,-0.568773027450319
186,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p3,U,U,other_liked,78.0,-0.600583863636801
187,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p3,U,U,video_conf_quality,78.0,0.0890810905940942
188,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,conversation_quality,86.0,1.4998489031716
189,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,liked,86.0,1.30610490223718
190,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,other_liked,86.0,1.46879276396736
191,mk:prolific_participant_real_2:2,mk:prolific_participant_real_2:2p8,mk:prolific_participant_real_2:2p4,S,S,video_conf_quality,86.0,0.977834345802426
192,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,conversation_quality,103.0,0.622844328703701
193,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,liked,103.0,0.511317274305555
194,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,other_liked,103.0,-0.216652199074074
195,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p5,S,S,video_conf_quality,103.0,0.0170609085648135
196,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,conversation_quality,105.0,0.372518807870368
197,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,liked,105.0,0.0106662326388882
198,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,other_liked,105.0,0.30808738425926
199,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p2,mk:prolific_participant_real_3:1p6,U,S,video_conf_quality,105.0,0.40589554398148
200,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,conversation_quality,111.0,-1.64074315200618
201,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,liked,111.0,-0.53765552662037
202,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,other_liked,111.0,0.212866512345678
203,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p5,U,S,video_conf_quality,111.0,0.499840119705931
204,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,conversation_quality,113.0,-0.891068672839508
205,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,liked,113.0,-0.0383065682870365
206,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,other_liked,113.0,-0.262393904320989
207,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p6,S,S,video_conf_quality,113.0,-0.111325244877402
208,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,conversation_quality,115.0,1.3738208912037
209,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,liked,115.0,0.012456597222223
210,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,other_liked,115.0,-0.189308449074074
211,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p3,mk:prolific_participant_real_3:1p7,S,U,video_conf_quality,115.0,-1.53713831018519
212,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,conversation_quality,117.0,0.606978202160493
213,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,liked,117.0,-0.288632089120369
214,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,other_liked,117.0,-0.317081404320988
215,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p5,S,U,video_conf_quality,117.0,-0.250729541752403
216,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,conversation_quality,119.0,0.35665268132716
217,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,liked,119.0,0.210716869212964
218,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,other_liked,119.0,0.207658179012345
219,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p6,U,U,video_conf_quality,119.0,0.138105093664264
220,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,conversation_quality,121.0,-0.378457754629631
221,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,liked,121.0,0.261480034722224
222,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,other_liked,121.0,0.28074363425926
223,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p4,mk:prolific_participant_real_3:1p7,U,S,video_conf_quality,121.0,0.71229202835648
224,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,conversation_quality,104.0,-0.018648726851854
225,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,liked,104.0,-0.0071289062499975
226,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,other_liked,104.0,-0.0334924768518512
227,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p2,S,S,video_conf_quality,104.0,0.378991849922838
228,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,conversation_quality,112.0,0.172673128858023
229,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,liked,112.0,0.097833478009262
230,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,other_liked,112.0,0.262249228395062
231,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p3,S,U,video_conf_quality,112.0,0.0496233737354235
232,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,conversation_quality,118.0,-0.0210117669753114
233,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,liked,118.0,0.014825665509262
234,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,other_liked,118.0,-0.0437403549382722
235,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p5,mk:prolific_participant_real_3:1p4,U,S,video_conf_quality,118.0,-0.144631183556243
236,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,conversation_quality,106.0,-0.0463179976851862
237,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,liked,106.0,-0.0624674479166654
238,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,other_liked,106.0,0.163122106481481
239,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p2,S,U,video_conf_quality,106.0,-1.34285059799383
240,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,conversation_quality,114.0,0.14500385802469
241,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,liked,114.0,0.0424949363425942
242,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,other_liked,114.0,-0.541136188271606
243,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p3,S,S,video_conf_quality,114.0,0.327780925818757
244,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,conversation_quality,120.0,-0.0486810378086435
245,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,liked,120.0,-0.0405128761574058
246,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,other_liked,120.0,0.15287422839506
247,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p6,mk:prolific_participant_real_3:1p4,U,U,video_conf_quality,120.0,0.133526368527091
248,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,conversation_quality,108.0,-0.126962770061729
249,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,liked,108.0,-0.0569155092592588
250,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,other_liked,108.0,-0.0779320987654302
251,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p2,U,U,video_conf_quality,108.0,0.485541315693585
252,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,conversation_quality,116.0,0.0643590856481477
253,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,liked,116.0,0.0480468750000007
254,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,other_liked,116.0,0.217809606481483
255,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p3,U,S,video_conf_quality,116.0,0.156172839506171
256,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,conversation_quality,122.0,-0.129325810185186
257,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,liked,122.0,-0.0349609374999993
258,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,other_liked,122.0,-0.0881799768518512
259,mk:prolific_participant_real_3:1,mk:prolific_participant_real_3:1p7,mk:prolific_participant_real_3:1p4,S,U,video_conf_quality,122.0,-0.0380817177854951
260,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,conversation_quality,135.0,0.157101585751489
261,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,liked,135.0,0.0857921781994069
262,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,other_liked,135.0,0.117650349934896
263,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p5,U,U,video_conf_quality,135.0,-0.178346906389508
264,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,conversation_quality,137.0,0.304284474206352
265,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,liked,137.0,0.214121985057044
266,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,other_liked,137.0,0.22062513563368
267,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p6,S,U,video_conf_quality,137.0,0.690374949621775
268,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,conversation_quality,139.0,0.101763044084823
269,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,liked,139.0,0.0442882719494069
270,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,other_liked,139.0,0.0208079020182295
271,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p7,S,S,video_conf_quality,139.0,-0.150677635556176
272,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,conversation_quality,141.0,-0.187787737165178
273,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,liked,141.0,0.031430199032739
274,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,other_liked,141.0,0.0079498291015633
275,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p1,mk:prolific_participant_real_3:2p8,U,S,video_conf_quality,141.0,-0.0113547188895078
276,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,conversation_quality,147.0,0.958527095734128
277,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,liked,147.0,0.617822071862602
278,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,other_liked,147.0,0.665829128689237
279,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p5,S,S,video_conf_quality,147.0,-0.0340174114893346
280,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,conversation_quality,151.0,0.903188554067462
281,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,liked,151.0,0.576318165612602
282,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,other_liked,151.0,0.56898668077257
283,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p7,U,U,video_conf_quality,151.0,-0.0063481406560024
284,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,conversation_quality,153.0,-2.38636222718254
285,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,liked,153.0,-1.43653990730407
286,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,other_liked,153.0,-1.4438713921441
287,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p2,mk:prolific_participant_real_3:2p8,S,U,video_conf_quality,153.0,0.132974776010665
288,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,conversation_quality,157.0,-0.163048153831844
289,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,liked,157.0,-0.0535307384672592
290,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,other_liked,157.0,-0.0355072021484366
291,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p5,U,S,video_conf_quality,157.0,-0.136843000139507
292,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,conversation_quality,159.0,-0.0158652653769815
293,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,liked,159.0,0.0747990683903783
294,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,other_liked,159.0,0.0674675835503473
295,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p6,S,S,video_conf_quality,159.0,0.731878855871776
296,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,conversation_quality,161.0,-0.21838669549851
297,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,liked,161.0,-0.0950346447172592
298,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,other_liked,161.0,-0.132349650065104
299,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p7,S,U,video_conf_quality,161.0,-0.109173729306175
300,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,conversation_quality,163.0,1.49206252325149
301,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,liked,163.0,0.892107282366073
302,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,other_liked,163.0,0.85479227701823
303,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p3,mk:prolific_participant_real_3:2p8,U,U,video_conf_quality,163.0,0.0301491873604931
304,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,conversation_quality,165.0,-0.133425757998511
305,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,liked,165.0,-0.21856980096726
306,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,other_liked,165.0,-0.159042358398438
307,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p5,S,U,video_conf_quality,165.0,0.698117937360492
308,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,conversation_quality,167.0,0.0137571304563515
309,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,liked,167.0,-0.0902399941096226
310,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,other_liked,167.0,-0.0560675726996536
311,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p6,U,U,video_conf_quality,167.0,-2.43316020662822
312,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,conversation_quality,169.0,-0.188764299665177
313,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,liked,169.0,-0.26007370721726
314,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,other_liked,169.0,-0.255884806315104
315,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p7,U,S,video_conf_quality,169.0,0.725787208193824
316,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,conversation_quality,171.0,-0.478315080915178
317,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,liked,171.0,-0.272931780133928
318,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,other_liked,171.0,-0.268742879231771
319,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p4,mk:prolific_participant_real_3:2p8,S,S,video_conf_quality,171.0,-0.134889875139508
320,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,conversation_quality,136.0,0.12231154668899
321,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,liked,136.0,0.333513532366072
322,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,other_liked,136.0,0.0970306396484384
323,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p1,U,U,video_conf_quality,136.0,0.377449398949034
324,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,conversation_quality,148.0,-0.456674727182538
325,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,liked,148.0,0.554142058841767
326,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,other_liked,148.0,0.319007025824654
327,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p2,S,S,video_conf_quality,148.0,-0.251933264353917
328,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,conversation_quality,158.0,-0.362877255394343
329,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,liked,158.0,-1.13784063430059
330,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,other_liked,158.0,-1.5551503499349
331,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p3,S,U,video_conf_quality,158.0,-0.0800701323009658
332,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,conversation_quality,166.0,-0.00317673456101
333,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,liked,166.0,0.0271984281994051
334,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,other_liked,166.0,0.152369181315104
335,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p5,mk:prolific_participant_real_3:2p4,U,S,video_conf_quality,166.0,0.0849689301990342
336,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,conversation_quality,138.0,0.0554237971230167
337,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,liked,138.0,-0.0158991737971226
338,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,other_liked,138.0,0.206485324435765
339,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p1,U,S,video_conf_quality,138.0,-0.19681173657614
340,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,conversation_quality,150.0,-1.52356247674851
341,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,liked,150.0,-1.79527064732143
342,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,other_liked,150.0,-1.57153828938802
343,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p2,S,U,video_conf_quality,150.0,-0.826194399879091
344,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,conversation_quality,160.0,1.57023499503968
345,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,liked,160.0,1.51274665953621
346,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,other_liked,160.0,1.55430433485243
347,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p3,S,S,video_conf_quality,160.0,0.34566873217386
348,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,conversation_quality,168.0,0.929935515873017
349,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,liked,168.0,0.67778572203621
350,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,other_liked,168.0,0.261823866102431
351,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p6,mk:prolific_participant_real_3:2p4,U,U,video_conf_quality,168.0,0.51070779467386
352,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,conversation_quality,140.0,-0.600995744977676
353,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,liked,140.0,-0.208966936383928
354,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,other_liked,140.0,-0.168757120768228
355,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p1,S,S,video_conf_quality,140.0,-0.260896955217633
356,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,conversation_quality,152.0,0.820017981150796
357,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,liked,152.0,1.01166159009177
358,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,other_liked,152.0,1.05321926540799
359,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p2,U,U,video_conf_quality,152.0,0.109720381479416
360,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,conversation_quality,162.0,-1.08618454706101
361,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,liked,162.0,-0.680321103050595
