,sid,user_id,other_id,participant_condition,other_condition,question_content,Unnamed: 0,measure
362,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,other_liked,162.0,0.179061889648438
363,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p3,U,S,video_conf_quality,162.0,-0.718416486467633
364,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,conversation_quality,170.0,1.27351597377232
365,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,liked,170.0,0.484717959449405
366,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,other_liked,170.0,-0.113418579101562
367,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p7,mk:prolific_participant_real_3:2p4,S,U,video_conf_quality,170.0,0.446622576032367
368,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,conversation_quality,142.0,0.608476911272323
369,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,liked,142.0,-0.054832821800594
370,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,other_liked,142.0,-0.0146230061848955
371,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p1,S,U,video_conf_quality,142.0,0.210457211449034
372,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,conversation_quality,154.0,1.0294906374008
373,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,liked,154.0,0.165795704675101
374,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,other_liked,154.0,0.20735337999132
375,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p2,U,S,video_conf_quality,154.0,0.581074548146083
376,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,conversation_quality,164.0,-0.87671189081101
377,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,liked,164.0,-0.526186988467261
378,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,other_liked,164.0,-0.66680399576823
379,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p3,U,U,video_conf_quality,164.0,-0.247062319800966
380,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,conversation_quality,172.0,-1.51701136997768
381,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,liked,172.0,-0.361147925967261
382,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,other_liked,172.0,0.0407155354817705
383,mk:prolific_participant_real_3:2,mk:prolific_participant_real_3:2p8,mk:prolific_participant_real_3:2p4,S,S,video_conf_quality,172.0,-0.0820232573009658
384,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,conversation_quality,191.0,0.435399615575399
385,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,liked,191.0,0.385826958550348
386,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,other_liked,191.0,0.75145727490622
387,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p5,U,U,video_conf_quality,191.0,1.04342409164187
388,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,conversation_quality,193.0,0.309106009347101
389,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,liked,193.0,0.258509318033856
390,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,other_liked,193.0,0.240475609188989
391,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p6,S,U,video_conf_quality,193.0,-0.463369460332959
392,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,conversation_quality,195.0,-0.0655769469245993
393,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,liked,195.0,0.0795118543836821
394,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,other_liked,195.0,-0.387540120927115
395,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p7,S,S,video_conf_quality,195.0,0.4456050812252
396,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,conversation_quality,197.0,0.0460766989087338
397,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,liked,197.0,-0.0034959581163187
398,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,other_liked,197.0,-0.234667399572947
399,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p1,mk:real_meeting_experiment_prolific:2p8,U,S,video_conf_quality,197.0,-1.0119144500248
400,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,conversation_quality,203.0,0.188429332914808
401,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,liked,203.0,0.334487915039063
402,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,other_liked,203.0,0.276666913713728
403,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p5,S,S,video_conf_quality,203.0,0.481098720005581
404,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,conversation_quality,205.0,1.06213572668651
405,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,liked,205.0,0.207170274522571
406,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,other_liked,205.0,-0.234314752003502
407,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p6,U,S,video_conf_quality,205.0,-0.0256948319692452
408,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,conversation_quality,207.0,-0.31254722958519
409,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,liked,207.0,0.0281728108723973
410,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,other_liked,207.0,0.137669517880393
411,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p7,U,U,video_conf_quality,207.0,-0.116720290411085
412,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,conversation_quality,209.0,-0.200893583751857
413,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,liked,209.0,-0.0548350016276036
414,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,other_liked,209.0,0.290542239234561
415,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p2,mk:real_meeting_experiment_prolific:2p8,S,U,video_conf_quality,209.0,0.425760178338915
416,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,conversation_quality,213.0,0.106398082914807
417,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,liked,213.0,0.0716298421223964
418,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,other_liked,213.0,0.249160403297061
419,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p5,U,S,video_conf_quality,213.0,0.218240647088914
420,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,conversation_quality,215.0,-1.01989552331349
421,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,liked,215.0,-0.0556877983940955
422,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,other_liked,215.0,-0.261821262420169
423,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p6,S,S,video_conf_quality,215.0,-0.288552904885912
424,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,conversation_quality,217.0,0.605421520414809
425,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,liked,217.0,-0.23468526204427
426,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,other_liked,217.0,0.110163007463727
427,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p7,S,U,video_conf_quality,217.0,-0.379578363327752
428,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,conversation_quality,219.0,-0.282924833751858
429,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,liked,219.0,-0.317693074544271
430,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,other_liked,219.0,-0.736964271182106
431,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p3,mk:real_meeting_experiment_prolific:2p8,U,U,video_conf_quality,219.0,0.162902105422248
432,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,conversation_quality,221.0,-0.712775094168526
433,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,liked,221.0,-0.719874064127604
434,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,other_liked,221.0,-1.13983699253627
435,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p5,S,U,video_conf_quality,221.0,-1.58709789457775
436,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,conversation_quality,223.0,-1.83906870039682
437,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,liked,223.0,-1.8471917046441
438,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,other_liked,223.0,-0.650818658253502
439,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p6,U,U,video_conf_quality,223.0,-0.0938914465525782
440,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,conversation_quality,225.0,0.786248343331476
441,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,liked,225.0,0.97381083170573
442,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,other_liked,225.0,0.721165611630394
443,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p7,U,S,video_conf_quality,225.0,0.815083095005582
444,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,conversation_quality,227.0,0.897901989164809
445,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,liked,227.0,0.89080301920573
446,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,other_liked,227.0,0.874038332984562
447,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p4,mk:real_meeting_experiment_prolific:2p8,S,S,video_conf_quality,227.0,0.357563563755582
448,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,conversation_quality,192.0,0.262507362971232
449,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,liked,192.0,0.0336337619357652
450,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,other_liked,192.0,-0.0114694625612284
451,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p1,U,U,video_conf_quality,192.0,-0.145011780753966
452,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,conversation_quality,204.0,0.3805171421596
453,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,liked,204.0,0.361638387044272
454,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,other_liked,204.0,0.480773562476748
455,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p2,S,S,video_conf_quality,204.0,0.557992844354541
456,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,conversation_quality,214.0,-0.3694828578404
457,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,liked,214.0,-0.402196248372395
458,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,other_liked,214.0,-0.546732947939918
459,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p3,S,U,video_conf_quality,214.0,-0.205841791062126
460,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,conversation_quality,222.0,-0.355648222423734
461,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,liked,222.0,-0.0267079671223946
462,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,other_liked,222.0,0.064269656226748
463,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p5,mk:real_meeting_experiment_prolific:2p4,U,S,video_conf_quality,222.0,-1.01118033272879
464,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,conversation_quality,206.0,0.0507018074156775
465,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,liked,206.0,0.0167609320746536
466,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,other_liked,206.0,-0.165617140512617
467,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p2,S,U,video_conf_quality,206.0,-0.0494171626984121
468,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,conversation_quality,216.0,0.300701807415678
469,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,liked,216.0,0.252926296657987
470,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,other_liked,216.0,0.806876349070717
471,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p3,S,S,video_conf_quality,216.0,0.186748201884921
472,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,conversation_quality,224.0,0.314536442832344
473,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,liked,224.0,0.628414577907987
474,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,other_liked,224.0,0.417878953237383
475,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p6,mk:real_meeting_experiment_prolific:2p4,U,U,video_conf_quality,224.0,0.381409660218255
476,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,conversation_quality,196.0,-1.23651607452877
477,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,liked,196.0,-1.2707282172309
478,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,other_liked,196.0,-1.48347467089456
479,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p1,S,S,video_conf_quality,196.0,0.0901770213293664
480,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,conversation_quality,208.0,-0.1185062953404
481,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,liked,208.0,0.0572764078776062
482,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,other_liked,208.0,1.00876835414341
483,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p2,U,U,video_conf_quality,208.0,-0.206818353562127
484,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,conversation_quality,218.0,0.1314937046596
485,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,liked,218.0,0.293441772460939
486,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,other_liked,218.0,-0.0187381562732511
487,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p3,U,S,video_conf_quality,218.0,0.0293470110212057
488,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,conversation_quality,226.0,0.145328340076266
489,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,liked,226.0,-0.331069946289061
490,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,other_liked,226.0,-0.407735552106585
491,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p7,mk:real_meeting_experiment_prolific:2p4,S,U,video_conf_quality,226.0,0.22400846935454
492,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,conversation_quality,198.0,-0.126815553695434
493,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,liked,198.0,0.644310845269098
494,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,other_liked,198.0,0.169153909834606
495,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p1,S,U,video_conf_quality,198.0,0.131680927579367
496,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,conversation_quality,210.0,-0.0088057745070662
497,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,liked,210.0,-0.0276845296223946
498,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,other_liked,210.0,-0.338603065127418
499,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p2,U,S,video_conf_quality,210.0,-0.165314447312126
500,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,conversation_quality,220.0,0.241194225492934
501,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,liked,220.0,0.208480834960938
502,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,other_liked,220.0,-0.366109575544084
503,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p3,U,U,video_conf_quality,220.0,0.0708509172712066
504,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,conversation_quality,228.0,0.2550288609096
505,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,liked,228.0,-0.416030883789062
506,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,other_liked,228.0,0.244893028622582
507,mk:real_meeting_experiment_prolific:2,mk:real_meeting_experiment_prolific:2p8,mk:real_meeting_experiment_prolific:2p4,S,S,video_conf_quality,228.0,0.265512375604541
508,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,conversation_quality,247.0,0.383329139478922
509,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,liked,247.0,0.719819071336018
510,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,other_liked,247.0,-0.0310688068959353
511,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p5,U,U,video_conf_quality,247.0,0.0947504744426935
512,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,conversation_quality,249.0,0.289256357304829
513,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,liked,249.0,0.196782662895091
514,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,other_liked,249.0,0.30083763461653
515,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p7,S,S,video_conf_quality,249.0,-0.207915039519036
516,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,conversation_quality,251.0,0.256324766301081
517,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,liked,251.0,0.174460366629646
518,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,other_liked,251.0,0.80536876375915
519,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p1,mk:real_meeting_experiment_prolific:4p8,U,S,video_conf_quality,251.0,1.31295957789873
520,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,conversation_quality,257.0,-0.512894656161785
521,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,liked,257.0,-0.176404724304687
522,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,other_liked,257.0,-0.130243753842645
523,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p5,S,S,video_conf_quality,257.0,0.15508049566401
524,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,conversation_quality,259.0,0.393032561664122
525,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,liked,259.0,0.300558867254385
526,mk:real_meeting_experiment_prolific:4,mk:real_meeting_experiment_prolific:4p2,mk:real_meeting_experiment_prolific:4p7,U,U,other_liked,259.0,0.20166268766982
